species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL	Singapore	RNA1: AF319555; RNA2: AF318942	Complete genome	greasy grouper nervous necrosis virus	GGNNV	NULL	3	202103933	vertebrates	ssRNA(+)
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL	WD	RNA1: FJ748760	Partial genome	Japanese flounder nervous necrosis virus	JFNNV	NULL	4	202103933	vertebrates	ssRNA(+)
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL	JF-HI93	RNA2: D38527	Partial genome	Japanese flounder nervous necrosis virus	JFNNV	NULL	5	202103933	vertebrates	ssRNA(+)
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL		RNA2: AF245003	Partial genome	Malabaricus grouper nervous necrosis virus	MGNNV	NULL	6	202103933	vertebrates	ssRNA(+)
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL		RNA2: Y08700	Partial genome	seabass nervous necrosis virus	SBNNV	NULL	7	202103933	vertebrates	ssRNA(+)
Redspotted grouper nervous necrosis virus	A	NULL	NULL	NULL	NULL	T442286	RNA2: EF591371	Partial genome	Lates calcarifer encephalitis virus	LcEV	NULL	8	202103933	vertebrates	ssRNA(+)
Striped jack nervous necrosis virus	A	NULL	NULL	NULL	NULL	SpSsIAusc16003	RNA1: FJ803911; RNA2: FJ803923	Complete genome	Solea senegalensis nervous necrosis virus	SSNNV	NULL	2	202103934	vertebrates	ssRNA(+)
Striped jack nervous necrosis virus	A	NULL	NULL	NULL	NULL	03-160	RNA2: AJ698113	Partial genome	Solea senegalensis nervous necrosis virus	SSNNV	NULL	3	202103934	vertebrates	ssRNA(+)
Eggplant mottled crinkle virus	A	NULL	NULL	NULL	NULL	Italy	AY100482	Complete genome	pear latent virus	PLV	NULL	2	202105254	plants	ssRNA(+)
Eggplant mottled crinkle virus	A	NULL	NULL	NULL	NULL	L	DQ011234	Complete genome	lisianthus necrosis virus	LNV	NULL	3	202105254	plants	ssRNA(+)
Eggplant mottled crinkle virus	A	NULL	NULL	NULL	NULL	Zantedeschia	AM711119	Complete genome	lisianthus necrosis virus	LNV	NULL	4	202105254	plants	ssRNA(+)
Moroccan pepper virus	A	NULL	NULL	NULL	NULL	L2	JN700748	Complete genome	lettuce necrotic stunt virus	LNSV	NULL	2	202105259	plants	ssRNA(+)
Human mastadenovirus D	A	NULL	NULL	NULL	NULL	BP-5	FJ824826	Complete genome	human adenovirus 28	HAdV-28	NULL	15	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226754	Complete genome	human adenovirus 29	HAdV-29	NULL	16	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL	USA/BP-7-1/1959/30	JN226755	Complete genome	human adenovirus 30	HAdV-30	NULL	17	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226756	Complete genome	human adenovirus 32	HAdV-32	NULL	18	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226758	Complete genome	human adenovirus 33	HAdV-33	NULL	19	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		GQ384080	Complete genome	human adenovirus 36	HAdV-36	NULL	20	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL	GW [76-19026]	DQ900900	Complete genome	human adenovirus 37	HAdV-37	NULL	21	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226759	Complete genome	human adenovirus 38	HAdV-38	NULL	22	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226760	Complete genome	human adenovirus 39	HAdV-39	NULL	23	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226761	Complete genome	human adenovirus 42	HAdV-42	NULL	24	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226762	Complete genome	human adenovirus 43	HAdV-43	NULL	25	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226763	Complete genome	human adenovirus 44	HAdV-44	NULL	26	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226764	Complete genome	human adenovirus 45	HAdV-45	NULL	27	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		AY875648	Complete genome	human adenovirus 46	HAdV-46	NULL	28	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226757	Complete genome	human adenovirus 47	HAdV-47	NULL	29	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		EF153473	Complete genome	human adenovirus 48	HAdV-48	NULL	30	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		DQ393829	Complete genome	human adenovirus 49	HAdV-49	NULL	31	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		JN226765	Complete genome	human adenovirus 51	HAdV-51	NULL	32	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		FJ169625	Complete genome	human adenovirus 53	HAdV-53	NULL	33	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL	Kobe-H	AB333801	Complete genome	human adenovirus 54	HAdV-54	NULL	34	202102425	vertebrates	dsDNA
Human mastadenovirus D	A	NULL	NULL	NULL	NULL		HM770721	Complete genome	human adenovirus 56	HAdV-56	NULL	35	202102425	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL	ATCC VR-591	AY530876	Complete genome	simian adenovirus 22	SAdV-22	NULL	2	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL	ATCC VR-592	AY530877	Complete genome	simian adenovirus 23	SAdV-23	NULL	3	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL	ATCC VR-593	AY530878	Complete genome	simian adenovirus 24	SAdV-24	NULL	4	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		AF394196	Complete genome	simian adenovirus 25	SAdV-25	NULL	5	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		HB426768	Complete genome	simian adenovirus 26	SAdV-26	NULL	6	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		FJ025920	Complete genome	simian adenovirus 30	SAdV-30	NULL	7	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		HC191003	Complete genome	simian adenovirus 36	SAdV-36	NULL	8	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		FJ025919	Complete genome	simian adenovirus 37 (bonobo)	SAdV-37.2bo	NULL	9	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		HB426671	Complete genome	simian adenovirus 38	SAdV-38	NULL	10	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL		HB426607	Complete genome	simian adenovirus 39	SAdV-39	NULL	11	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL	ChAd6	CS138464	Complete genome	chimpanzee adenovirus ChAd6	chimp ChAd6	NULL	12	202102426	vertebrates	dsDNA
Human mastadenovirus E	A	NULL	NULL	NULL	NULL	Y25	JN254802	Complete genome	chimpanzee adenovirus Y25	chimp Y25	NULL	13	202102426	vertebrates	dsDNA
Human mastadenovirus F	A	NULL	NULL	NULL	NULL	Tak	DQ315364	Complete genome	human adenovirus 41	HAdV-41	NULL	2	202102427	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	T03-2244	DQ923122	Complete genome	human adenovirus 52	HAdV-52	NULL	2	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	SV11	MG969551	Complete genome	simian adenovirus 2	SAdV-2	NULL	3	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	ATCC VR-201 8045-2WN	DQ792570	Complete genome	simian adenovirus 7	SAdV-7	NULL	4	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	P-10	KP329562	Complete genome	simian adenovirus 11	SAdV-11	NULL	5	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	A-7644	KP853123	Partial genome	simian adenovirus 12	SAdV-12	NULL	6	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL	72707 ATCC VR-355	KP853109	Partial genome	simian adenovirus 15	SAdV-15	NULL	7	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL		KM591901	Complete genome	simian adenovirus 51	SAdV-51	NULL	8	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL		KM591902	Complete genome	simian adenovirus 52	SAdV-52	NULL	9	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL		KM591903	Complete genome	simian adenovirus 53	SAdV-53	NULL	10	202102428	vertebrates	dsDNA
Human mastadenovirus G	A	NULL	NULL	NULL	NULL		MF198452	Complete genome	simian adenovirus 58	SAdV-58	NULL	11	202102428	vertebrates	dsDNA
Ovine mastadenovirus A	A	NULL	NULL	NULL	NULL	PX515	DQ630755	Partial genome	ovine adenovirus 2	OAdV-2	NULL	2	202102432	vertebrates	dsDNA
Ovine mastadenovirus A	A	NULL	NULL	NULL	NULL	PX611	DQ630756	Partial genome	ovine adenovirus 3	OAdV-3	NULL	3	202102432	vertebrates	dsDNA
Ovine mastadenovirus A	A	NULL	NULL	NULL	NULL	7769	DQ630757	Partial genome	ovine adenovirus 4	OAdV-4	NULL	4	202102432	vertebrates	dsDNA
Ovine mastadenovirus A	A	NULL	NULL	NULL	NULL	SAV	DQ630758	Partial genome	ovine adenovirus 5	OAdV-5	NULL	5	202102432	vertebrates	dsDNA
Porcine mastadenovirus A	A	NULL	NULL	NULL	NULL	25R	L43364	Partial genome	porcine adenovirus 1	PAdV-1	NULL	2	202102435	vertebrates	dsDNA
Simian mastadenovirus A	A	NULL	NULL	NULL	NULL	6630-IC	KP853121	Partial genome	simian adenovirus 4	SAdV-4	NULL	2	202102439	vertebrates	dsDNA
Simian mastadenovirus A	A	NULL	NULL	NULL	NULL	SV-39	JQ776547	Complete genome	simian adenovirus 6	SAdV-6	NULL	3	202102439	vertebrates	dsDNA
Simian mastadenovirus A	A	NULL	NULL	NULL	NULL	P-6	KP853122	Partial genome	simian adenovirus 9	SAdV-9	NULL	4	202102439	vertebrates	dsDNA
Simian mastadenovirus A	A	NULL	NULL	NULL	NULL	P-7	KP853110	Partial genome	simian adenovirus 10	SAdV-10	NULL	5	202102439	vertebrates	dsDNA
Simian mastadenovirus A	A	NULL	NULL	NULL	NULL	E-4382	KP853124	Partial genome	simian adenovirus 14	SAdV-14	NULL	6	202102439	vertebrates	dsDNA
